 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file
31,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0035-0399,393,57.555,17.06,410.854,398.202,410.903,398.068,401,385,20,28,0.815,22619.0,22619.0,1.465,0.683,0.926,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
32,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0036-0402,397,49.448,8.796,179.565,401.719,179.551,401.583,167,389,23,26,0.767,19631.0,19631.0,1.047,0.955,0.9,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
33,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0037-0400,313,47.288,8.968,691.583,399.899,691.694,399.613,682,390,20,20,0.955,14801.0,14801.0,1.067,0.937,0.95,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
34,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0038-0408,376,61.016,17.448,511.734,408.285,511.916,407.855,502,396,20,25,0.901,22942.0,22942.0,1.277,0.783,0.94,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
35,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0039-0412,399,37.842,6.556,966.788,412.558,966.758,412.641,955,401,24,22,0.905,15099.0,15099.0,1.204,0.83,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
36,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0040-0429,292,49.603,9.367,419.082,429.24,418.952,429.145,408,420,22,18,0.853,14484.0,14484.0,1.277,0.783,0.915,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
37,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0041-0447,414,45.473,12.161,149.256,447.589,149.532,447.541,138,436,23,23,0.939,18826.0,18826.0,1.069,0.935,0.95,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
38,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0043-0466,502,53.309,10.476,350.277,466.725,350.114,466.24,338,448,22,36,0.554,26761.0,26761.0,1.84,0.543,0.792,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
39,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0044-0467,538,46.87,11.238,552.948,465.784,553.214,465.731,539,453,30,29,0.596,25216.0,25216.0,1.12,0.893,0.824,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
40,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0045-0473,206,37.728,8.357,777.908,473.383,777.975,473.392,770,464,16,18,0.909,7772.0,7772.0,1.245,0.803,0.916,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
41,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0046-0489,509,49.772,17.495,247.797,486.651,247.89,486.229,232,473,27,32,0.616,25334.0,25334.0,1.446,0.691,0.855,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
42,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0047-0499,431,46.78,9.38,594.354,499.331,593.899,499.445,582,487,28,24,0.766,20162.0,20162.0,1.333,0.75,0.89,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
43,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0049-0520,652,50.244,16.179,569.664,521.454,569.863,521.081,549,504,42,32,0.493,32759.0,32759.0,1.458,0.686,0.779,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
44,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0050-0530,154,33.208,6.393,1046.214,529.948,1046.137,529.907,1036,523,19,14,0.68,5114.0,5114.0,1.832,0.546,0.83,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
45,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0051-0545,540,66.404,28.229,426.396,544.472,426.248,544.436,413,531,30,28,0.768,35858.0,35858.0,1.29,0.775,0.897,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
46,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0052-0568,561,38.118,12.269,912.99,568.498,912.958,568.456,901,554,25,29,0.885,21384.0,21384.0,1.448,0.69,0.957,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
47,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0053-0564,240,35.758,4.838,732.558,564.192,732.567,564.213,722,556,20,16,0.833,8582.0,8582.0,1.253,0.798,0.913,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
48,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0054-0579,433,40.072,8.019,391.786,578.652,391.918,578.313,380,567,24,24,0.829,17351.0,17351.0,1.044,0.958,0.922,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
49,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0055-0578,488,32.174,9.754,1138.125,578.609,1138.034,578.433,1124,567,29,22,0.885,15701.0,15701.0,1.275,0.784,0.947,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
50,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0056-0589,741,41.924,10.075,298.16,589.913,297.891,590.036,278,570,39,38,0.492,31066.0,31066.0,1.319,0.758,0.796,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
51,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0057-0583,411,41.178,7.707,209.828,583.052,210.031,582.975,197,571,26,24,0.817,16924.0,16924.0,1.522,0.657,0.907,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
52,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0059-0587,296,35.007,8.788,578.284,586.946,578.236,586.767,569,576,18,23,0.781,10362.0,10362.0,1.521,0.658,0.897,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
53,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0060-0589,365,33.411,5.795,813.223,590.377,813.128,590.297,802,579,23,21,0.91,12195.0,12195.0,1.107,0.903,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
54,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0061-0614,530,36.221,11.289,498.913,615.191,498.985,615.022,486,601,27,27,0.858,19197.0,19197.0,1.185,0.844,0.94,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
55,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0062-0625,751,38.698,11.117,125.525,625.782,125.708,625.649,104,612,40,26,0.809,29062.0,29062.0,1.517,0.659,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
56,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0063-0620,174,32.707,4.42,647.391,620.42,647.364,620.529,639,613,16,15,0.877,5691.0,5691.0,1.107,0.903,0.913,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
57,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0064-0629,555,32.959,10.44,885.72,628.448,885.641,628.322,874,613,23,33,0.808,18292.0,18292.0,1.568,0.638,0.928,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
58,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.tif:0065-0629,426,30.796,8.455,1049.439,629.772,1049.327,629.733,1037,618,25,22,0.931,13119.0,13119.0,1.133,0.883,0.95,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s1h2_Merged.tif_rotated.csv
1,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0001-0178,349,35.33,8.34,480.721,179.457,480.501,179.66,472,163,18,30,0.709,12330.0,12330.0,1.705,0.586,0.879,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
2,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0002-0230,866,51.948,20.519,488.279,229.686,488.442,230.365,473,208,29,45,0.68,44987.0,44987.0,2.091,0.478,0.902,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
3,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0003-0244,710,40.428,11.837,287.383,244.746,287.311,244.955,275,225,26,39,0.794,28704.0,28704.0,1.779,0.562,0.942,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
4,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0004-0249,602,36.269,7.467,591.875,252.704,591.88,252.729,580,228,29,42,0.525,21834.0,21834.0,1.559,0.642,0.792,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
5,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0005-0271,1354,49.723,20.61,255.935,271.805,257.07,275.994,236,230,38,83,0.379,67325.0,67325.0,4.331,0.231,0.756,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
6,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0006-0251,821,39.005,8.16,355.791,250.438,355.771,250.535,342,231,30,40,0.772,32023.0,32023.0,1.621,0.617,0.916,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
7,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0007-0252,688,40.374,14.336,653.398,252.606,653.29,252.834,640,234,26,37,0.831,27777.0,27777.0,1.351,0.74,0.946,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
8,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0008-0265,430,34.963,8.374,859.302,265.021,859.364,265.085,847,252,23,26,0.9,15034.0,15034.0,1.141,0.876,0.944,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
9,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0009-0275,470,42.811,8.204,482.032,275.691,482.035,275.801,466,263,29,25,0.767,20121.0,20121.0,1.454,0.688,0.909,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
10,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0010-0273,197,34.97,5.988,195.129,274.221,195.151,274.326,187,265,18,17,0.768,6889.0,6889.0,1.379,0.725,0.87,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
11,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0011-0280,228,35.364,7.101,535.272,278.768,535.256,278.933,528,270,16,21,0.741,8063.0,8063.0,1.334,0.75,0.872,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
12,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0012-0286,513,38.049,10.925,1006.558,286.358,1006.5,286.482,994,273,28,26,0.914,19519.0,19519.0,1.083,0.923,0.946,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
13,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0013-0293,114,35.395,6.265,214.886,293.044,214.949,293.06,209,286,15,14,0.723,4035.0,4035.0,1.211,0.826,0.811,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
14,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0015-0307,696,37.606,12.885,72.478,307.914,72.448,307.785,59,291,29,32,0.835,26174.0,26174.0,1.334,0.75,0.95,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
15,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0016-0312,566,60.779,24.439,473.516,313.518,473.558,314.447,463,294,21,37,0.761,34401.0,34401.0,1.946,0.514,0.918,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
16,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0017-0318,796,58.358,20.453,376.603,317.513,377.134,318.782,361,295,32,46,0.669,46453.0,46453.0,2.011,0.497,0.873,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
17,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0018-0324,416,43.7,9.969,584.663,324.781,584.705,325.376,573,310,22,29,0.727,18179.0,18179.0,1.401,0.714,0.896,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
18,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0019-0321,428,38.21,6.844,870.764,320.902,870.803,321.2,857,310,26,23,0.817,16354.0,16354.0,1.151,0.869,0.92,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
19,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0020-0322,322,34.82,6.181,1102.311,321.984,1102.263,322.177,1092,311,20,22,0.864,11212.0,11212.0,1.372,0.729,0.936,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
20,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0021-0330,326,52.877,8.303,319.521,330.316,319.557,330.285,309,320,20,21,0.919,17238.0,17238.0,1.032,0.969,0.939,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
21,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0023-0341,474,36.272,6.306,1059.829,342.456,1059.965,342.679,1046,329,28,25,0.845,17193.0,17193.0,1.203,0.832,0.933,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
22,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0024-0349,442,54.588,11.718,690.814,348.197,690.934,348.584,682,332,18,35,0.66,24128.0,24128.0,1.975,0.506,0.889,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
23,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0025-0353,404,58.876,20.73,655.114,352.802,655.557,352.853,644,339,21,29,0.84,23786.0,23786.0,1.358,0.736,0.927,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
24,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0026-0352,342,49.038,13.07,498.523,351.64,498.632,351.217,489,341,19,23,0.844,16771.0,16771.0,1.248,0.801,0.918,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
25,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0027-0359,450,64.596,18.031,381.649,361.653,381.391,361.852,371,342,20,34,0.652,29068.0,29068.0,1.78,0.562,0.853,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
26,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0028-0359,476,58.036,22.467,928.164,360.45,928.194,360.652,915,346,27,27,0.86,27625.0,27625.0,1.152,0.868,0.922,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
27,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0029-0358,250,33.204,8.173,40.572,358.44,40.468,358.66,32,347,16,22,0.812,8301.0,8301.0,1.416,0.706,0.903,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
28,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0031-0366,446,74.529,31.678,271.809,364.789,271.378,365.22,259,354,29,24,0.769,33240.0,33240.0,1.432,0.698,0.893,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
29,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0032-0370,353,61.04,13.512,335.112,370.931,335.086,370.798,324,358,22,24,0.803,21547.0,21547.0,1.289,0.776,0.913,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
30,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0033-0381,480,46.183,13.19,1124.848,381.51,1124.687,381.561,1111,368,28,26,0.739,22168.0,22168.0,1.05,0.952,0.881,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
31,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0034-0397,629,53.48,13.631,583.746,396.84,583.308,396.362,570,375,25,45,0.548,33639.0,33639.0,2.244,0.446,0.792,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
32,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0035-0393,517,50.644,13.879,766.92,394.79,766.705,394.498,756,375,25,37,0.518,26183.0,26183.0,1.938,0.516,0.784,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
33,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.tif:0036-0412,482,58.917,18.826,340.834,412.699,340.768,412.223,330,396,20,33,0.806,28398.0,28398.0,1.761,0.568,0.936,C2-MAX_TILESCANS_lif - 20250402_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_55183_4M_KO_s2h2_Merged.tif_rotated.csv
