X.1,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file,animal,sex,genotype,slice,hemisphere
47,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0051-0553,326,42.472,6.683,536.776,552.825,536.8,552.802,526,542,24,22,0.652,13846,13846,1.148,0.871,0.848,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
48,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0052-0582,430,45.584,11.618,714.474,581.016,714.562,580.861,703,570,24,24,0.848,19601,19601,1.115,0.897,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
49,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0053-0584,345,37.432,5.385,173.752,584.697,173.646,584.527,162,572,23,24,0.749,12914,12914,1.477,0.677,0.867,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
50,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0054-0602,443,40.702,9.032,931.094,602.951,930.872,602.762,919,590,23,25,0.879,18031,18031,1.104,0.906,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
51,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0055-0605,352,32.483,7.68,401.139,605.071,401.017,605.037,390,593,22,24,0.799,11434,11434,1.159,0.863,0.89,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
52,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0056-0607,364,39.088,5.702,262.739,607.412,262.881,607.372,252,596,22,23,0.744,14228,14228,1.218,0.821,0.892,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
53,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0057-0612,416,34.868,5.935,13.353,612.361,13.109,612.222,3,598,21,28,0.82,14505,14505,1.453,0.688,0.918,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
54,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0058-0611,371,43.512,13.634,741.783,610.737,741.711,610.742,731,600,22,22,0.925,16143,16143,1.028,0.973,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
55,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0059-0620,363,32.493,6.528,158.679,619.872,158.644,619.654,146,609,24,22,0.858,11795,11795,1.342,0.745,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
56,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.tif:0060-0627,478,36.222,8.229,290.496,627.676,290.349,627.703,277,615,27,25,0.886,17314,17314,1.142,0.875,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_52955_1F_WT_s2_h2_Merged.tif_rotated.csv,52955_1,F,WT,2,2
1,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0001-0215,911,30.036,7.745,617.939,215.965,617.977,217.134,604,187,27,57,0.495,27363,27363,2.529,0.395,0.797,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
2,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0002-0211,507,25.984,6.092,303.522,210.524,303.452,210.652,292,195,22,32,0.843,13174,13174,1.48,0.676,0.937,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
3,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0003-0217,327,24.456,3.433,711.167,216.381,711.144,216.429,703,201,16,33,0.622,7997,7997,1.986,0.504,0.872,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
4,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0004-0238,557,27.684,6.756,333.322,239.24,333.142,240.011,322,220,23,36,0.745,15420,15420,1.601,0.625,0.896,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
5,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0005-0259,527,23.268,5.17,1008.692,260.473,1008.791,260.37,997,245,24,29,0.827,12262,12262,1.282,0.78,0.928,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
6,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0006-0262,438,38.301,8.935,436.765,261.199,436.812,261.131,425,250,24,25,0.59,16776,16776,1.09,0.918,0.888,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
7,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0007-0263,402,21.998,3.908,933.883,262.296,933.908,262.286,922,251,22,25,0.821,8843,8843,1.111,0.9,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
8,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0008-0269,448,37.35,9.342,571.002,268.895,570.945,268.874,557,257,26,25,0.86,16733,16733,1.159,0.862,0.928,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0009-0295,615,40.259,9.39,527.341,296.03,527.39,296.23,517,274,22,42,0.499,24759,24759,1.954,0.512,0.874,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
10,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0010-0309,634,46.932,15.622,421.03,306.864,421.1,306.648,409,289,25,40,0.722,29755,29755,1.691,0.592,0.913,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
11,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0011-0314,503,43.871,15.984,369.601,314.601,369.574,314.544,358,299,22,31,0.793,22067,22067,1.421,0.704,0.915,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
12,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0012-0318,493,32.822,5.978,732.023,320.577,731.997,320.825,721,300,25,36,0.445,16181,16181,1.701,0.588,0.82,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
13,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0013-0316,394,29.109,5.825,91.173,316.591,91.436,316.679,79,305,24,23,0.861,11469,11469,1.43,0.699,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
14,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0014-0342,658,25.073,7.182,1162.698,340.509,1162.749,340.525,1150,325,27,35,0.837,16498,16498,1.236,0.809,0.932,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
15,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0015-0342,847,44.874,9.684,540.179,342.696,539.911,342.737,519,326,49,32,0.406,38008,38008,2.061,0.485,0.737,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
16,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0016-0340,404,30.074,6.821,21.441,340.262,21.432,340.411,10,327,23,26,0.792,12150,12150,1.509,0.663,0.908,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
17,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0017-0353,471,29.594,5.481,1025.668,353.634,1025.627,353.834,1013,340,23,27,0.859,13939,13939,1.146,0.872,0.941,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
18,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0018-0358,521,33.71,7.544,851.22,360.128,851.13,360.32,840,342,22,33,0.745,17563,17563,1.539,0.65,0.909,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
19,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0019-0371,654,46.994,12.452,499.52,373.333,499.686,373.552,489,350,23,42,0.716,30734,30734,1.907,0.524,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
20,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0021-0373,400,39.127,13.659,924.615,373.473,924.434,373.438,913,361,23,25,0.83,15651,15651,1.534,0.652,0.921,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
21,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0022-0380,160,38.781,6.949,806.794,380.312,806.871,380.423,799,373,15,15,0.729,6205,6205,1.298,0.771,0.886,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
22,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0023-0391,591,44.797,12.476,682.36,391.458,682.407,391.478,668,376,27,31,0.889,26475,26475,1.227,0.815,0.94,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
23,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0024-0400,651,43.911,8.947,249.454,401.348,249.317,401.436,235,379,33,43,0.422,28586,28586,2.1,0.476,0.729,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
24,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0025-0393,367,35.768,8.357,878.244,392.222,878.415,392.228,867,380,21,26,0.768,13127,13127,1.256,0.796,0.869,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
25,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0026-0398,576,33.583,6.77,1024.974,395.115,1024.851,394.921,1011,380,26,37,0.394,19344,19344,1.35,0.741,0.75,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
26,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0027-0394,318,38.437,8.807,217.953,394.808,218.154,394.995,209,383,18,23,0.896,12223,12223,1.32,0.757,0.935,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
27,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0028-0398,429,31.112,5.901,965.754,398.369,965.656,398.188,953,385,24,27,0.729,13347,13347,1.309,0.764,0.881,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
28,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0029-0401,482,42.894,9.81,792.863,402.892,792.932,402.998,781,388,27,27,0.661,20675,20675,1.68,0.595,0.893,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
29,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0030-0401,434,42.737,9.977,380.412,400.581,380.411,400.584,368,390,26,22,0.887,18548,18548,1.227,0.815,0.934,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
30,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0031-0403,447,45.49,12.075,332.619,402.977,332.656,402.936,320,392,26,23,0.863,20334,20334,1.235,0.809,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
31,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0032-0404,265,41.581,8.206,478.7,404.564,478.738,404.507,465,395,23,19,0.729,11019,11019,1.113,0.898,0.833,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
32,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0033-0403,233,38.438,5.939,555.036,403.105,554.913,403.088,546,395,19,17,0.855,8956,8956,1.068,0.936,0.912,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
33,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0034-0410,477,26.66,5.652,1118.374,409.798,1118.222,410.008,1103,396,28,28,0.687,12717,12717,1.581,0.633,0.883,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
34,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0035-0416,410,41.595,14.323,914.029,416.529,914.132,416.473,902,405,23,23,0.902,17054,17054,1.064,0.94,0.945,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
35,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0036-0424,257,41.226,10.205,793.718,423.66,793.684,423.428,783,416,22,16,0.858,10595,10595,1.431,0.699,0.921,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
36,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0037-0434,385,36.512,7.496,525.471,433.214,525.456,433.059,514,423,24,22,0.828,14057,14057,1.153,0.867,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
37,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0038-0461,412,32.777,7.392,848.012,460.92,848.046,460.999,837,448,22,26,0.854,13504,13504,1.326,0.754,0.927,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
38,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0039-0465,196,35.219,4.266,143.852,465.296,143.859,465.322,135,455,17,21,0.439,6903,6903,1.607,0.622,0.772,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
39,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0040-0503,460,38.726,8.97,300.046,503.639,300.034,503.698,288,489,22,28,0.806,17814,17814,1.311,0.763,0.936,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
40,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.tif:0041-0504,418,33.703,9.136,505.818,503.194,505.836,503.235,491,493,29,22,0.809,14088,14088,1.522,0.657,0.912,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1__ASTRO_PNN-freefloating_juvenile_set1_55194_1F_KO_s1_h1_Merged.tif_rotated.csv,55194_1,F,KO,1,1
