X.1,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,Circ.,IntDen,RawIntDen,AR,Round,Solidity,source_file,animal,sex,genotype,slice,hemisphere
5,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0005-0211,560,28.866,7.786,722.077,211.454,722.379,211.429,708,196,26,31,0.805,16165,16165,1.324,0.755,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
6,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0006-0217,533,28.795,6.966,755.125,216.729,754.807,216.95,743,204,26,26,0.868,15348,15348,1.108,0.902,0.943,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
7,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0007-0252,556,30.514,8.108,754.721,252.739,754.551,252.593,740,238,29,28,0.795,16966,16966,1.427,0.701,0.924,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
8,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0008-0250,397,26.504,5.702,630.374,249.775,630.475,250.373,618,239,24,22,0.841,10522,10522,1.108,0.902,0.92,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0009-0280,712,50.767,25.888,907.552,280.147,907.587,280.149,890,264,32,32,0.818,36146,36146,1.111,0.9,0.919,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
10,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0010-0287,597,35.561,9.802,629.791,287.698,629.757,287.696,618,271,25,33,0.854,21230,21230,1.28,0.781,0.937,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
11,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0011-0287,399,37.972,8.82,519.678,286.856,519.904,286.87,509,275,21,25,0.82,15151,15151,1.334,0.749,0.917,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
12,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0012-0290,510,33.565,7.758,298.698,289.827,298.254,290.156,285,277,29,27,0.802,17118,17118,1.105,0.905,0.9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
13,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0013-0304,370,28.441,3.94,356.749,303.232,356.793,303.33,346,290,20,28,0.7,10523,10523,1.571,0.637,0.868,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
14,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0015-0311,723,26.531,6.631,1068.186,311.885,1068.122,312.055,1054,296,30,31,0.763,19182,19182,1.069,0.935,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
15,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0016-0310,392,35.474,10.057,401.61,311.02,401.737,311.104,390,297,22,26,0.846,13906,13906,1.135,0.881,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
16,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0017-0314,662,48.272,14.53,861.012,315.743,861.187,316.085,847,298,27,33,0.892,31956,31956,1.241,0.806,0.944,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
17,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0019-0331,510,42.492,13.098,432.933,330.894,433.057,330.936,421,316,24,31,0.811,21671,21671,1.451,0.689,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
18,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0020-0330,388,39.546,8.973,94.75,329.577,94.606,329.802,81,319,25,22,0.835,15344,15344,1.17,0.855,0.905,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
19,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0023-0336,383,37.658,6.09,491.55,334.879,491.674,335.017,481,324,22,24,0.632,14423,14423,1.091,0.917,0.853,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
20,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0024-0341,536,25.271,5.187,1126.729,341.519,1126.815,341.866,1113,327,26,29,0.757,13545,13545,1.356,0.738,0.893,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
21,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0027-0369,613,42.46,9.992,782.182,370.012,782.23,370.04,771,348,29,42,0.312,26028,26028,1.713,0.584,0.712,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
22,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0028-0369,620,48.577,17.405,835.792,369.697,835.823,369.559,822,354,27,31,0.876,30118,30118,1.22,0.819,0.941,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
23,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0029-0379,777,48.039,19.272,640.044,379.168,640.147,379.173,622,359,32,41,0.683,37326,37326,1.375,0.727,0.882,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
24,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0030-0382,410,39.995,11.715,414.52,382.544,414.518,382.639,404,370,23,24,0.896,16398,16398,1.087,0.92,0.94,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
25,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0031-0383,416,27.637,5.202,1124.476,382.322,1124.348,382.193,1111,372,28,22,0.852,11497,11497,1.235,0.809,0.914,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
26,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0032-0404,1180,52.258,19.977,591.347,404.992,591.602,404.987,567,382,44,45,0.633,61664,61664,1.064,0.94,0.854,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
27,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0035-0418,961,50.104,17.962,259.925,415.982,260.166,415.194,239,396,39,44,0.489,48150,48150,1.262,0.792,0.813,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
28,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0036-0415,821,47.49,14.774,960.386,413.014,960.334,412.84,935,398,42,34,0.591,38989,38989,1.63,0.614,0.861,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
29,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0037-0413,639,54.122,21.46,512.434,413.344,512.027,412.912,499,399,27,29,0.901,34584,34584,1.11,0.901,0.955,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
30,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0038-0418,526,30.46,5.763,702.618,419.038,702.723,418.567,690,400,26,36,0.56,16022,16022,2.032,0.492,0.842,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
31,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0039-0416,557,36.732,11.236,155.918,415.222,155.55,414.864,140,402,33,28,0.627,20460,20460,1.83,0.547,0.85,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
32,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0040-0434,309,42.369,9.163,844.629,436.031,844.637,436.208,835,421,19,26,0.622,13092,13092,1.295,0.772,0.816,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
33,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0041-0437,419,44.573,14.842,475.498,437.428,475.691,437.119,463,426,24,23,0.901,18676,18676,1.112,0.899,0.941,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
34,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0042-0462,853,45.413,10.915,833.004,464.858,832.974,464.819,818,442,30,41,0.705,38737,38737,1.411,0.709,0.903,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
35,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0043-0455,520,31.575,6.213,118.696,454.44,118.534,454.222,103,443,29,24,0.776,16419,16419,1.317,0.759,0.916,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
36,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0044-0468,371,30.873,6.116,879.592,468.061,879.242,467.759,868,454,22,29,0.594,11454,11454,1.672,0.598,0.843,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
37,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0045-0476,440,24.827,6.873,966.691,477.42,966.968,477.021,953,465,27,23,0.778,10924,10924,1.261,0.793,0.894,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
38,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0047-0481,103,28.602,3.902,566.16,480.927,566.181,480.924,560,475,12,12,0.923,2946,2946,1.37,0.73,0.9,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
39,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0048-0492,445,29.207,5.329,367.325,492.642,367.152,492.744,346,481,37,23,0.445,12997,12997,2.034,0.492,0.801,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
40,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0049-0503,605,41.56,12.596,787.596,503.303,787.621,503.247,776,486,25,34,0.84,25144,25144,1.403,0.713,0.942,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
41,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0050-0501,498,41.092,12.702,250.277,501.127,250.277,501.099,238,488,25,26,0.866,20464,20464,1.187,0.843,0.941,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
42,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0051-0499,306,29.327,4.713,534.088,498.931,534.102,498.926,523,489,21,21,0.813,8974,8974,1.292,0.774,0.913,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
43,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0052-0527,557,33.285,7.744,162.446,529.206,162.504,529.584,150,511,25,32,0.821,18540,18540,1.327,0.754,0.909,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
44,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0053-0531,341,23.293,2.313,1073.553,530.441,1073.575,530.338,1063,520,22,22,0.879,7943,7943,1.218,0.821,0.924,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
45,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0054-0549,473,31.632,7.901,397.997,549.358,397.693,549.47,386,537,27,24,0.813,14962,14962,1.321,0.757,0.933,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
46,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0055-0544,200,31.115,4.743,534.585,543.88,534.407,543.969,525,537,19,14,0.911,6223,6223,1.382,0.724,0.93,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
47,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0056-0546,309,27.942,4.738,594.241,546.694,594.155,546.6,583,537,23,19,0.896,8634,8634,1.183,0.845,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
48,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0057-0551,294,28.752,4.377,290.146,551.558,290.188,551.51,278,539,22,24,0.7,8453,8453,1.231,0.812,0.818,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
49,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0058-0562,526,39.643,9.216,363.143,563.863,363.198,563.767,351,548,25,29,0.819,20852,20852,1.17,0.855,0.933,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
50,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0059-0567,510,29.79,8.164,452.341,566.457,452.106,566.282,438,555,30,24,0.832,15193,15193,1.222,0.818,0.926,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
51,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0060-0567,491,38.094,11.78,522.537,567.26,522.548,567.268,510,555,28,24,0.837,18704,18704,1.154,0.866,0.922,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
52,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0061-0574,399,25.922,4.449,666.252,574.034,666.039,574.027,653,565,28,18,0.851,10343,10343,1.563,0.64,0.94,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
53,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0062-0580,592,25.997,5.789,883.193,581.061,882.918,581.184,868,565,29,30,0.788,15390,15390,1.163,0.859,0.898,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
54,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.tif:0063-0585,654,29.994,8.503,622.06,585.324,622.056,584.981,609,568,29,35,0.533,19616,19616,1.49,0.671,0.826,C2-MAX_TILESCANS_20250219_CTNND2_ASTRO_PNN-freefloating_juvenile_set1_ASTRO_PNN-freefloating_juvenile_set1_55194_2F_HET_s1_h1_Merged.tif_rotated.csv,55194_2,F,HET,1,1
